iid,counter
3703,"{'3081': 1, '1220': 3, '1185': 1, '2791': 3, '3000': 1, '1580': 1, '3481': 2, '2391': 1, '592': 5, '110': 2, '2944': 3, '2427': 1, '1217': 1, '1215': 5, '1214': 12, '2028': 6, '1610': 1, '2940': 1, '1299': 1, '2542': 1, '1210': 17, '910': 1, '2949': 2, '913': 1, '2948': 3, '2706': 1, '2947': 6, '1218': 6, '1231': 2, '1198': 1, '1077': 4, '1197': 1, '1230': 1, '1196': 3, '3098': 1, '3251': 1, '480': 1, '360': 1, '1228': 2, '3527': 2, '2951': 1, '3006': 1, '1224': 2, '3246': 1, '2795': 3, '1222': 6, '6': 2, '1221': 1, '1584': 3, '1907': 1, '3763': 1, '924': 5, '805': 1, '1748': 1, '1080': 2, '1919': 1, '1242': 4, '2571': 6, '1240': 13, '2294': 1, '373': 1, '1997': 1, '3019': 1, '1358': 1, '377': 2, '3819': 1, '1234': 1, '3499': 1, '1079': 3, '1233': 1, '2288': 1, '1912': 1, '2968': 3, '32': 26, '34': 1, '1090': 5, '3793': 3, '1253': 1, '1374': 4, '1097': 10, '3033': 1, '1096': 1, '1095': 1, '3704': 21, '1921': 1, '3827': 1, '1127': 5, '541': 21, '3029': 1, '3707': 3, '1246': 1, '2455': 2, '940': 2, '3543': 1, '3421': 1, '3821': 1, '1408': 1, '1925': 1, '3789': 1, '2858': 2, '3702': 1, '2076': 3, '1260': 1, '2194': 2, '273': 1, '3160': 1, '2987': 1, '1259': 1, '1412': 1, '2985': 4, '1258': 1, '1653': 1, '555': 2, '1376': 1, '50': 1, '3713': 1, '2243': 1, '2000': 10, '1273': 1, '1272': 2, '3175': 1, '3571': 1, '1270': 7, '3726': 1, '1301': 1, '1267': 1, '3203': 2, '1663': 2, '2872': 3, '1387': 1, '3685': 4, '2919': 1, '2918': 2, '968': 2, '2916': 10, '969': 7, '1946': 1, '1307': 1, '3101': 1, '3068': 2, '3067': 2, '2011': 1, '2010': 6, '1954': 2, '2403': 1, '2006': 1, '2401': 1, '3578': 3, '1036': 31, '2762': 1, '3576': 5, '2641': 1, '457': 4, '2929': 1, '3698': 2, '3699': 1, '3733': 2, '2926': 1, '2529': 2, '2924': 1, '3071': 1, '3070': 1, '180': 1, '1175': 1, '2020': 1, '1172': 2, '3471': 5, '1291': 4, '1965': 8, '1206': 21, '2019': 3, '1721': 1, '223': 1, '3623': 1, '1962': 2, '1961': 3, '3468': 1, '741': 1, '1960': 1, '1201': 8, '3104': 1, '1200': 39, '1288': 1, '589': 11, '1729': 1, '1968': 2, '2936': 1, '1208': 1, '509': 2}"
562,"{'908': 1, '2791': 2, '3087': 1, '471': 2, '593': 2, '594': 1, '110': 1, '232': 1, '595': 1, '475': 1, '596': 1, '597': 1, '2302': 2, '235': 2, '2423': 1, '599': 1, '1694': 1, '912': 1, '915': 1, '916': 1, '11': 1, '17': 2, '2683': 1, '1594': 3, '1350': 2, '482': 1, '1468': 1, '125': 2, '2313': 1, '1466': 1, '247': 1, '2795': 1, '6': 1, '2318': 2, '21': 2, '25': 1, '1240': 1, '1480': 1, '1910': 1, '1357': 1, '377': 1, '2324': 2, '1234': 1, '1111': 1, '2442': 1, '933': 1, '1914': 3, '2208': 1, '3418': 1, '34': 1, '3671': 1, '39': 1, '3552': 2, '265': 2, '1127': 1, '1247': 2, '1246': 1, '2455': 1, '269': 1, '1245': 1, '1124': 1, '2333': 1, '1243': 3, '949': 1, '1923': 1, '2474': 1, '150': 1, '151': 1, '2108': 2, '1810': 1, '1259': 1, '954': 1, '838': 1, '3451': 1, '3450': 1, '1272': 1, '1392': 1, '162': 1, '1701': 1, '3448': 1, '2359': 1, '1147': 1, '2599': 3, '2355': 1, '1266': 1, '1265': 5, '2919': 1, '1827': 1, '1948': 1, '1947': 1, '728': 1, '1704': 1, '1285': 1, '2011': 1, '2132': 1, '293': 1, '296': 1, '3218': 1, '1279': 2, '2124': 1, '72': 1, '73': 1, '1836': 1, '1956': 1, '1834': 2, '1054': 1, '3111': 1, '1171': 1, '1292': 1, '1291': 1, '1844': 1, '3108': 2, '2018': 1, '1840': 1, '3105': 2, '1960': 1, '3466': 1, '507': 1, '508': 1, '1966': 1, '2155': 1, '1185': 1, '1184': 1, '2272': 1, '1183': 1, '3481': 2, '1060': 1, '2028': 1, '1059': 1, '3114': 2, '514': 1, '2946': 1, '1198': 1, '1077': 1, '3253': 3, '2282': 1, '2712': 1, '1500': 4, '3006': 1, '522': 1, '3809': 1, '1188': 1, '2959': 1, '529': 1, '2176': 1, '2174': 1, '2294': 1, '3261': 1, '3260': 1, '3814': 1, '1875': 1, '412': 1, '535': 1, '778': 1, '538': 1, '1639': 1, '1517': 2, '3812': 1, '2067': 1, '3155': 1, '2065': 1, '2064': 3, '1094': 1, '2611': 1, '663': 1, '1885': 5, '300': 1, '1884': 2, '1641': 1, '1883': 1, '3267': 1, '1408': 1, '2858': 2, '3046': 1, '2076': 1, '2194': 1, '2624': 1, '2863': 1, '2500': 1, '3039': 2, '555': 1, '678': 1, '1537': 1, '2081': 2, '3178': 1, '3175': 1, '3052': 2, '440': 1, '441': 1, '2997': 1, '1785': 1, '1664': 1, '1663': 2, '2750': 1, '568': 1, '1307': 1, '3060': 3, '1682': 2, '2890': 1, '1678': 1, '574': 1, '2762': 2, '337': 5, '3617': 1, '3071': 2, '3079': 1, '3077': 1, '3072': 1, '1569': 1, '342': 1, '585': 1, '1446': 1, '223': 3, '2774': 1, '588': 1, '589': 2, '348': 1, '902': 1, '905': 1, '1449': 4}"
1960,"{'1220': 2, '2791': 3, '590': 1, '592': 1, '593': 1, '1217': 2, '2427': 2, '110': 2, '111': 1, '356': 5, '357': 1, '1211': 2, '2662': 1, '1210': 7, '3751': 1, '1594': 1, '1231': 3, '3098': 2, '480': 1, '3095': 1, '483': 1, '1228': 3, '1': 1, '1225': 1, '1224': 7, '2797': 1, '2313': 2, '2312': 1, '1222': 13, '1221': 1, '3763': 1, '3408': 1, '1242': 4, '2206': 1, '1238': 1, '1358': 1, '377': 1, '1233': 2, '3653': 1, '32': 4, '34': 2, '36': 1, '39': 1, '1252': 2, '380': 1, '260': 1, '381': 1, '262': 1, '265': 4, '1247': 1, '1246': 4, '269': 1, '1244': 1, '941': 1, '3543': 1, '2333': 1, '944': 1, '945': 2, '40': 1, '3789': 1, '41': 4, '3684': 1, '1264': 3, '2352': 2, '1263': 7, '3441': 1, '1262': 1, '150': 1, '151': 2, '154': 1, '1259': 10, '2348': 1, '1258': 5, '1136': 1, '1257': 2, '954': 1, '50': 1, '2243': 1, '3210': 1, '3571': 1, '1272': 4, '161': 2, '1270': 3, '3448': 2, '2237': 1, '2599': 1, '2355': 1, '1265': 1, '3685': 1, '2919': 4, '2918': 2, '2916': 1, '2915': 2, '608': 1, '1944': 1, '3101': 1, '1285': 1, '3341': 1, '1283': 1, '1282': 2, '1280': 1, '296': 1, '971': 1, '2248': 5, '3578': 1, '1278': 2, '976': 1, '2929': 1, '1956': 2, '2803': 1, '1955': 1, '2022': 4, '1296': 1, '1295': 2, '1294': 1, '2020': 4, '3471': 1, '1293': 2, '1291': 3, '1844': 1, '2932': 1, '2139': 1, '1962': 7, '3469': 1, '1961': 4, '3104': 1, '1288': 2, '501': 1, '1287': 1, '3586': 1, '506': 1, '1186': 2, '1185': 2, '1183': 3, '3360': 3, '2944': 8, '2943': 2, '2700': 1, '750': 1, '2028': 6, '1610': 1, '3358': 1, '2268': 1, '1299': 1, '1298': 1, '1619': 1, '2949': 1, '2826': 1, '2947': 2, '1077': 2, '3255': 1, '1197': 1, '1196': 1, '3011': 1, '3252': 1, '527': 2, '3386': 1, '2174': 1, '1997': 2, '3019': 1, '1994': 1, '1079': 2, '3135': 2, '898': 2, '1078': 2, '778': 2, '538': 1, '2728': 1, '2968': 1, '1090': 8, '2067': 2, '2065': 1, '1097': 3, '2064': 2, '1096': 2, '3152': 1, '1094': 4, '3272': 1, '780': 1, '541': 1, '2732': 1, '300': 1, '2852': 1, '2610': 1, '2970': 1, '428': 1, '549': 1, '1408': 10, '2739': 1, '3703': 1, '2070': 1, '2076': 1, '2075': 1, '2987': 4, '3038': 1, '314': 1, '3037': 2, '2085': 1, '441': 1, '2997': 1, '2750': 1, '3724': 2, '1307': 1, '3060': 1, '3068': 1, '2890': 1, '3062': 1, '1678': 1, '454': 1, '2401': 1, '1674': 3, '1673': 1, '2762': 1, '337': 1, '3736': 1, '3871': 1, '1204': 3, '1203': 2, '588': 1, '1200': 5, '589': 1, '3740': 1, '904': 1, '1208': 8, '3628': 1, '1207': 1}"
465,"{'46': 1, '3684': 1, '2353': 1, '1284': 1, '2570': 1, '1183': 2, '2194': 1, '371': 1, '2193': 1, '353': 1, '2723': 1, '2403': 1, '112': 1, '2402': 2, '1610': 1, '3259': 1, '1399': 1, '1597': 1, '555': 1, '2762': 1, '1078': 1, '1918': 1, '1912': 1, '1758': 1, '1834': 1, '3418': 1, '1955': 1, '919': 1, '1374': 1, '2023': 2, '3176': 1, '161': 1, '2779': 2, '1788': 1, '1665': 1, '2952': 1, '168': 1, '2115': 1, '346': 1, '1189': 1, '546': 1, '2617': 1, '608': 1}"
9,"{'3431': 1, '3441': 1, '2990': 1, '2094': 1, '990': 1, '1479': 1, '3249': 1, '168': 1, '786': 1, '379': 1, '1497': 1, '798': 3, '2421': 1, '1210': 1, '2167': 1, '1100': 1, '2808': 1, '1626': 1, '1779': 1, '3835': 1}"
1194,"{'3760': 1, '1220': 1, '2034': 1, '3363': 1, '1020': 1, '1261': 1, '1380': 3, '3040': 1, '230': 1, '2746': 1, '3515': 1, '2502': 1, '2700': 1, '157': 1, '3039': 1, '2301': 2, '2542': 1, '2145': 2, '3676': 1, '50': 1, '1419': 1, '838': 1, '2628': 1, '2901': 1, '3255': 1, '3298': 1, '2000': 1, '3177': 1, '1196': 1, '3252': 1, '1193': 1, '440': 1, '2877': 1, '1347': 1, '1148': 1, '962': 1, '2796': 1, '1982': 2, '2795': 1, '3688': 1, '2518': 1, '1747': 1, '3101': 1, '2177': 2, '3266': 1, '2011': 1, '2891': 1, '2571': 1, '2372': 1, '1282': 1, '2690': 1, '370': 1, '2095': 1, '2128': 1, '3018': 1, '1597': 1, '2004': 1, '2640': 1, '778': 1, '339': 1, '539': 1, '2728': 1, '2528': 1, '3812': 1, '2329': 1, '1693': 1, '1330': 1, '1010': 1, '3430': 1, '1097': 2, '1371': 1, '380': 2, '3592': 1, '2779': 3, '1327': 1, '2735': 1, '1447': 1, '2459': 1, '1721': 1, '663': 1, '267': 1, '785': 1, '468': 1, '3224': 1, '2134': 2, '3506': 1}"
2147,"{'2881': 1, '3112': 1, '3584': 1, '2041': 1, '2119': 1, '3615': 1, '2734': 1, '2712': 1, '233': 2, '223': 1, '2336': 1, '2038': 1, '3203': 1, '3016': 1, '2950': 2, '2565': 1, '2355': 6, '3432': 1, '2541': 3, '3752': 1, '914': 1, '2706': 1, '3408': 1, '1911': 2}"
1011,"{'3672': 1, '1198': 1, '3397': 1, '2253': 1, '1030': 2, '1294': 1, '1371': 1, '1193': 1, '2050': 2, '3438': 1, '750': 1, '1203': 1, '2038': 2, '2641': 1, '765': 1, '711': 1, '849': 1}"
3486,"{'1340': 1, '1086': 1, '1214': 1, '1199': 1, '3659': 1}"
444,"{'166': 1, '1136': 1, '3422': 1, '3809': 1, '2266': 1, '1220': 1, '427': 1, '912': 1, '2042': 1, '858': 1, '480': 1}"
336,"{'1953': 1, '480': 1, '356': 1, '1266': 1, '593': 1}"
1826,{'3674': 1}
1787,{'608': 1}
701,{'203': 1}
2881,"{'3081': 1, '2396': 1, '1461': 1, '3361': 1, '3638': 1, '2701': 1, '595': 1, '1974': 1, '2546': 2, '750': 2, '2028': 1, '3238': 1, '237': 1, '2541': 1, '3113': 5, '2949': 1, '517': 1, '913': 1, '95': 2, '1615': 1, '2428': 1, '1190': 1, '1198': 2, '2320': 2, '1197': 1, '480': 1, '481': 1, '2712': 4, '3249': 1, '1620': 1, '1586': 1, '2279': 1, '2278': 1, '1100': 1, '1907': 1, '527': 1, '648': 2, '2719': 2, '2718': 3, '2959': 6, '3409': 1, '2716': 3, '3408': 11, '24': 1, '2572': 1, '494': 2, '2724': 1, '1876': 2, '1513': 1, '1754': 1, '2722': 1, '376': 2, '1479': 1, '2688': 4, '653': 2, '1597': 1, '2322': 1, '3257': 2, '1918': 1, '1917': 1, '2605': 22, '3813': 1, '1911': 16, '3034': 1, '3430': 1, '3155': 1, '2581': 1, '1093': 13, '780': 2, '1092': 1, '1645': 1, '3705': 1, '145': 1, '2336': 14, '2457': 1, '1004': 1, '786': 1, '3543': 8, '667': 1, '2617': 1, '2858': 2, '1379': 1, '1378': 1, '434': 1, '3159': 1, '2861': 1, '798': 1, '2344': 1, '1375': 1, '316': 2, '318': 1, '2906': 1, '836': 2, '2628': 1, '2505': 1, '1792': 1, '2243': 1, '1274': 1, '1393': 1, '3175': 2, '1391': 1, '165': 1, '2757': 1, '168': 2, '1544': 3, '2599': 15, '2995': 1, '3203': 1, '329': 3, '3841': 1, '61': 1, '2759': 2, '170': 3, '3185': 1, '3615': 1, '1833': 1, '2888': 3, '2524': 2, '2369': 1, '3578': 1, '1037': 1, '2763': 3, '852': 1, '2762': 1, '1552': 1, '2761': 1, '2002': 2, '736': 2, '2805': 1, '79': 1, '3591': 1, '185': 1, '1327': 1, '2416': 1, '2535': 1, '1962': 2, '1687': 3, '2776': 1, '861': 1, '1686': 1, '2136': 1, '2497': 1, '2013': 1, '1320': 4, '2772': 3, '504': 1, '2539': 1}"
2959,"{'3082': 4, '908': 1, '3081': 3, '1220': 1, '1340': 2, '590': 2, '592': 1, '471': 1, '3083': 1, '593': 5, '231': 2, '110': 8, '594': 1, '111': 1, '2305': 1, '3639': 2, '232': 1, '1215': 1, '235': 2, '356': 2, '3512': 1, '1213': 3, '2542': 2, '3510': 6, '1694': 3, '910': 1, '3751': 2, '3752': 1, '913': 2, '3633': 1, '3755': 1, '914': 1, '3634': 1, '2428': 1, '3771': 1, '1231': 2, '2682': 1, '1230': 6, '480': 1, '1228': 2, '3649': 1, '1': 6, '1587': 1, '2676': 1, '246': 1, '367': 1, '247': 1, '368': 1, '1222': 1, '1584': 1, '1221': 1, '800': 1, '922': 1, '805': 1, '3409': 4, '2318': 7, '2439': 1, '25': 1, '29': 2, '3783': 1, '1242': 1, '1241': 1, '1120': 1, '2692': 1, '1240': 1, '2571': 8, '2690': 4, '253': 1, '497': 2, '1358': 3, '1357': 2, '1236': 1, '2688': 12, '2687': 1, '1235': 3, '2324': 2, '2686': 6, '2202': 1, '1233': 2, '2321': 1, '3654': 3, '3655': 1, '3897': 1, '2329': 6, '3418': 2, '2208': 1, '32': 8, '34': 3, '36': 1, '3792': 1, '39': 1, '3793': 2, '1253': 1, '2340': 1, '2581': 1, '1250': 1, '2580': 15, '260': 4, '1370': 1, '265': 4, '3548': 1, '1249': 4, '1127': 1, '1247': 1, '2336': 3, '1246': 2, '1487': 1, '1245': 4, '2333': 24, '3543': 1, '1244': 4, '1243': 2, '1805': 1, '41': 2, '1923': 4, '3681': 1, '3683': 1, '1264': 2, '2594': 1, '150': 3, '1259': 2, '1258': 1, '1136': 2, '3556': 1, '953': 1, '2908': 3, '714': 1, '50': 2, '2001': 1, '2000': 1, '1393': 4, '281': 1, '1272': 1, '161': 1, '1271': 3, '162': 2, '163': 1, '1701': 1, '1942': 1, '3327': 1, '2359': 1, '1268': 1, '2599': 2, '3566': 1, '1266': 7, '2355': 1, '1387': 1, '1265': 6, '3201': 1, '2916': 2, '1947': 1, '848': 1, '1704': 8, '608': 6, '1944': 1, '2912': 4, '69': 1, '3100': 2, '3462': 1, '1284': 1, '293': 4, '1280': 1, '2490': 1, '296': 3, '3219': 1, '1711': 1, '2248': 2, '3578': 12, '3456': 1, '1278': 1, '1276': 1, '733': 1, '70': 1, '858': 3, '73': 1, '1957': 1, '1834': 3, '3354': 1, '1296': 1, '3594': 1, '2020': 1, '3471': 2, '1293': 2, '1291': 1, '3108': 2, '1721': 2, '861': 1, '1962': 1, '1288': 1, '1729': 2, '1608': 1, '1968': 1, '88': 1, '2396': 1, '2395': 5, '2272': 1, '1183': 2, '3361': 1, '3481': 2, '3360': 2, '196': 1, '2390': 1, '2700': 3, '750': 1, '3238': 1, '3916': 1, '2028': 13, '994': 1, '1730': 2, '1059': 1, '3115': 1, '1179': 1, '2268': 2, '1299': 3, '3477': 1, '2709': 1, '1617': 1, '1615': 2, '1077': 2, '3255': 2, '1198': 1, '1197': 3, '1196': 1, '3253': 1, '3250': 1, '1193': 2, '1623': 1, '2712': 10, '3129': 1, '3008': 1, '2710': 1, '1500': 1, '3006': 3, '3005': 2, '3809': 1, '3246': 2, '1189': 1, '3125': 1, '1188': 1, '527': 3, '2719': 1, '407': 1, '529': 1, '2716': 62, '1625': 7, '1080': 2, '3386': 1, '3263': 1, '1084': 1, '3260': 1, '2291': 4, '1635': 3, '2966': 3, '3019': 1, '1633': 2, '1754': 1, '2842': 1, '1873': 1, '2049': 1, '2961': 1, '3499': 1, '2289': 3, '1079': 1, '1199': 1, '2167': 1, '535': 1, '1870': 2, '778': 3, '2609': 1, '2607': 2, '1639': 9, '2727': 1, '1759': 2, '3811': 1, '2605': 4, '1879': 1, '2968': 1, '1758': 2, '2967': 1, '1090': 1, '3155': 1, '3276': 1, '1097': 1, '3396': 1, '2064': 1, '1095': 4, '1094': 4, '3271': 3, '1093': 2, '2976': 1, '3948': 1, '300': 1, '1885': 2, '1884': 1, '785': 9, '1883': 1, '2058': 2, '3147': 5, '1089': 4, '1408': 1, '2617': 1, '3702': 1, '2858': 4, '2078': 1, '2076': 2, '3160': 5, '2866': 1, '551': 1, '2987': 1, '431': 1, '1413': 1, '2502': 1, '3717': 4, '553': 3, '1411': 3, '1653': 1, '555': 1, '2861': 6, '556': 1, '678': 1, '318': 2, '319': 1, '2629': 1, '2628': 8, '2989': 1, '1779': 1, '3299': 1, '3298': 1, '3176': 4, '3296': 1, '3175': 24, '3053': 4, '3174': 3, '3052': 5, '3051': 1, '562': 1, '1304': 1, '2997': 35, '1302': 1, '2995': 3, '2872': 1, '326': 1, '1307': 1, '1682': 4, '2891': 1, '2890': 4, '3186': 2, '2096': 1, '3183': 1, '3182': 1, '1678': 1, '2403': 1, '574': 1, '2644': 1, '1676': 1, '454': 4, '213': 1, '1674': 1, '457': 2, '1673': 5, '2762': 27, '337': 2, '2761': 7, '2529': 1, '581': 1, '2416': 1, '1206': 2, '223': 3, '3623': 3, '588': 1, '1200': 1, '589': 4, '349': 1, '3863': 1, '2419': 1, '3745': 1, '904': 1, '3629': 1, '1208': 2, '1449': 1}"
480,"{'908': 2, '3760': 1, '1220': 2, '2792': 1, '2671': 1, '1581': 1, '2791': 7, '1580': 81, '2427': 2, '1457': 1, '1215': 6, '1214': 1, '2423': 1, '1334': 2, '3512': 4, '1213': 1, '2302': 3, '2664': 1, '1212': 1, '3510': 9, '2420': 5, '1210': 7, '1573': 11, '1694': 1, '3751': 3, '912': 3, '3753': 6, '913': 1, '3755': 1, '3635': 1, '1218': 1, '3893': 4, '2683': 1, '1230': 3, '3406': 1, '1228': 1, '3527': 10, '1': 2, '3525': 1, '2314': 1, '2677': 1, '1345': 1, '1466': 1, '2797': 1, '2312': 1, '1101': 5, '2795': 1, '6': 5, '2311': 1, '920': 2, '1221': 2, '1584': 15, '800': 1, '3763': 2, '802': 1, '803': 1, '804': 1, '805': 1, '3409': 1, '3528': 1, '1242': 1, '2571': 20, '3536': 1, '3535': 2, '1357': 1, '1356': 63, '2687': 2, '2686': 1, '2565': 1, '3412': 1, '2321': 1, '932': 1, '3897': 2, '3418': 1, '2329': 1, '3671': 1, '3793': 8, '1253': 1, '1374': 35, '2100': 1, '3552': 1, '2583': 1, '1252': 1, '1372': 18, '2581': 1, '1371': 1, '1370': 15, '3307': 1, '1129': 5, '1249': 1, '1127': 8, '1247': 2, '2699': 1, '2336': 1, '1246': 2, '2335': 1, '2455': 5, '1487': 1, '2333': 1, '2454': 2, '941': 1, '3300': 4, '2332': 1, '700': 1, '2353': 18, '1385': 2, '2111': 1, '2110': 1, '1262': 1, '1261': 1, '2470': 2, '1260': 1, '2108': 3, '1019': 4, '1017': 3, '1259': 1, '2105': 1, '1258': 1, '1136': 1, '1377': 1, '3555': 7, '2103': 1, '1376': 17, '2344': 1, '832': 1, '2101': 1, '954': 1, '3675': 1, '955': 1, '3798': 1, '2109': 1, '2243': 1, '1396': 34, '2001': 2, '2364': 3, '1275': 1, '2000': 5, '3452': 1, '2363': 2, '3210': 1, '3450': 5, '1393': 5, '1271': 1, '1270': 5, '2117': 4, '3448': 2, '2116': 3, '2115': 12, '2599': 2, '1025': 1, '2598': 1, '1387': 5, '2355': 2, '1266': 1, '1265': 1, '1286': 1, '3101': 2, '2012': 1, '2011': 2, '3461': 1, '1282': 1, '2371': 1, '2490': 1, '2009': 1, '2248': 1, '2006': 6, '3578': 6, '2005': 1, '2125': 1, '610': 3, '1036': 6, '852': 1, '1035': 8, '733': 18, '736': 5, '3699': 1, '858': 2, '3354': 1, '2023': 3, '2143': 1, '2021': 1, '3594': 1, '2384': 1, '3471': 1, '2140': 2, '1293': 1, '1171': 9, '1291': 1, '3108': 1, '3107': 8, '741': 2, '1047': 1, '3104': 4, '1288': 1, '2013': 2, '986': 2, '1287': 2, '866': 1, '745': 2, '988': 1, '869': 1, '748': 1, '507': 1, '628': 3, '508': 3, '2275': 1, '2033': 2, '3484': 1, '3000': 1, '2273': 2, '2394': 2, '3481': 1, '2391': 1, '1060': 1, '2390': 1, '3118': 1, '2028': 5, '3479': 1, '2268': 1, '3478': 1, '3114': 1, '998': 1, '516': 1, '1190': 1, '2287': 1, '1077': 2, '3255': 1, '1198': 7, '3254': 1, '1197': 6, '1196': 14, '3494': 1, '2284': 1, '3252': 1, '1073': 4, '2161': 2, '1193': 2, '2160': 6, '3006': 2, '3246': 2, '2278': 3, '3366': 4, '524': 7, '648': 14, '527': 4, '1080': 1, '3266': 1, '3386': 2, '2054': 1, '3384': 1, '2174': 1, '3263': 1, '3020': 1, '2291': 6, '892': 1, '893': 2, '897': 1, '2046': 3, '2167': 9, '1199': 1, '3256': 8, '778': 1, '3155': 1, '3275': 1, '1097': 6, '3274': 1, '3032': 1, '1093': 1, '3150': 1, '780': 4, '1092': 1, '661': 6, '541': 2, '783': 1, '3029': 1, '300': 2, '785': 1, '2058': 9, '3147': 1, '303': 2, '3146': 1, '2194': 3, '2193': 4, '3160': 7, '670': 1, '671': 8, '551': 7, '552': 1, '674': 1, '553': 4, '555': 4, '434': 2, '3159': 2, '316': 3, '318': 3, '2081': 2, '3178': 6, '3175': 18, '3052': 1, '3173': 1, '442': 1, '3168': 1, '329': 2, '2091': 1, '2090': 1, '2099': 1, '3062': 1, '2094': 1, '2093': 1, '455': 1, '577': 1, '457': 1, '3074': 1, '340': 1, '585': 1, '222': 1, '344': 1, '587': 2, '104': 1, '588': 3, '346': 1, '589': 8, '107': 1, '349': 15, '3089': 1, '590': 9, '592': 7, '593': 6, '110': 20, '594': 2, '595': 3, '353': 5, '474': 1, '112': 6, '475': 1, '597': 2, '356': 5, '357': 2, '10': 4, '11': 1, '1909': 11, '18': 1, '482': 1, '364': 1, '485': 1, '487': 1, '247': 1, '128': 1, '1903': 1, '21': 8, '24': 1, '26': 1, '29': 6, '490': 1, '493': 1, '497': 1, '377': 11, '1917': 2, '1916': 1, '1912': 2, '32': 6, '380': 8, '260': 15, '141': 2, '1921': 1, '144': 3, '266': 2, '1923': 2, '47': 1, '150': 4, '151': 1, '1810': 1, '50': 1, '57': 1, '160': 1, '161': 1, '163': 5, '164': 1, '288': 3, '2917': 1, '60': 3, '2916': 18, '62': 1, '1704': 2, '2912': 1, '292': 1, '172': 1, '293': 1, '173': 1, '296': 1, '176': 1, '1954': 2, '1953': 1, '70': 3, '2927': 1, '1959': 1, '1956': 1, '2802': 1, '1955': 1, '1965': 7, '2812': 1, '1722': 6, '1721': 6, '1961': 1, '1608': 5, '1729': 1, '1727': 3, '195': 1, '196': 1, '2944': 1, '198': 5, '2822': 1, '1610': 4, '3916': 1, '2940': 1, '1619': 1, '2949': 1, '1617': 3, '2948': 4, '2706': 1, '2947': 1, '2826': 2, '1858': 1, '1615': 2, '2712': 1, '3925': 1, '1500': 1, '3927': 3, '2718': 1, '2959': 1, '1627': 1, '1748': 14, '2956': 1, '2723': 2, '1876': 1, '1997': 2, '1994': 1, '1631': 1, '2841': 1, '1873': 2, '1870': 1, '1639': 1, '1517': 2, '2968': 1, '2735': 1, '3704': 1, '3826': 1, '2734': 1, '3948': 3, '1643': 1, '1401': 1, '1408': 4, '1407': 2, '2617': 5, '1527': 28, '3702': 5, '1769': 1, '2858': 12, '1405': 1, '3703': 4, '2991': 1, '3836': 2, '1777': 1, '1535': 1, '2985': 5, '2501': 1, '1653': 4, '2628': 5, '2747': 1, '1792': 1, '1304': 4, '2756': 1, '1302': 1, '3729': 1, '1544': 8, '2753': 1, '1785': 1, '1301': 9, '1784': 3, '2993': 3, '2872': 1, '2750': 1, '2871': 1, '1429': 3, '3845': 1, '1306': 2, '1682': 2, '2770': 1, '2646': 1, '1678': 1, '2403': 1, '1676': 3, '2401': 1, '2763': 7, '1673': 4, '2641': 1, '2762': 3, '1552': 1, '2640': 6, '2761': 1, '3733': 1, '2529': 8, '2528': 1, '2407': 2, '2648': 1, '2406': 7, '2527': 8, '3871': 1, '1327': 2, '3869': 2, '1569': 2, '2657': 2, '1204': 1, '3624': 3, '2535': 1, '2533': 1, '1200': 1, '1320': 2, '3741': 1, '3863': 2, '902': 1, '903': 1, '3629': 1, '3745': 3, '904': 1, '2539': 1, '1207': 1, '3627': 1, '3868': 3}"
2101,"{'3328': 1, '1303': 1, '2686': 1, '1043': 1, '2077': 1, '912': 1, '2470': 1, '904': 1}"
